"","STATION","DATE","GEAR","HOUR","MINUTE","ESTUARY","ZONE","DEPTH","TRANS","W_DIR","W_FOR","SEA_ST","CLOUD","SAL_SUR","SAL_BOT","TMP_SUR","TMP_BOT","OXY_SUR","OXY_BOT","HABITAT","PH_SUR","PH_BOT","FNU_SURF","FNU_BOT","X","X.1"
"623",54,"3/7/2013",1,12,47,1,4,8,1.5,"18",2,2,1,16.1,19.2,15,14.8,7.8,6.8,402,NA,NA,NA,NA,NA,NA
"624",93,"3/7/2013",1,11,19,1,5,17,5.5,"9",2,2,1,21.7,30.7,15.9,17.6,7.9,5.5,402,NA,NA,NA,NA,NA,NA
"625",95,"3/7/2013",1,9,7,1,3,19,1.5,"4",4,1,1,0,0,12.7,12.4,8.4,8.6,322,NA,NA,NA,NA,NA,NA
"626",6122,"3/7/2013",1,11,59,1,5,16,4,"9",2,2,1,14.5,24.6,14.7,15.7,9.1,6.5,402,NA,NA,NA,NA,NA,NA
"627",93,"5/9/2013",1,8,40,1,5,17,2,"18",2,2,1,2.6,27.2,21.6,22.1,7.3,5.7,402,NA,NA,NA,NA,NA,NA
"628",34,"5/14/2013",1,14,15,2,3,16,1.5,"18",3,1,1,2.1,6.2,23.7,22.3,7,6.3,112,NA,NA,NA,NA,NA,NA
"629",36,"5/14/2013",1,14,46,2,2,14,2,"18",3,1,1,0.5,0.5,24.7,21.7,6.8,5.6,222,NA,NA,NA,NA,NA,NA
"630",36,"7/18/2013",1,13,19,2,2,13,2,"9",2,1,1,0.9,1.3,29.4,29,4.9,4,222,NA,NA,NA,NA,NA,NA
"631",47,"8/7/2013",1,8,9,1,5,35,3.5,"0",0,1,1,15,32.9,29.6,26.9,5.9,2.4,412,NA,NA,NA,NA,NA,NA
"632",92,"8/7/2013",1,8,59,1,5,8,5,"0",0,1,1,22.1,25.2,30.2,30.5,6.2,5,402,NA,NA,NA,NA,NA,NA
"633",93,"8/7/2013",1,9,30,1,5,17,7,"36",2,1,1,26.2,30.2,30.6,29.2,5.8,4.1,402,NA,NA,NA,NA,NA,NA
"634",6106,"8/7/2013",1,11,14,1,4,10,2.5,"0",0,1,1,17,24.1,31.5,30.9,6.6,4,404,NA,NA,NA,NA,NA,NA
"635",6204,"8/7/2013",1,10,27,1,5,13,8,"0",0,1,1,25.5,26.2,31.1,30.7,5.8,5.5,402,NA,NA,NA,NA,NA,NA
"636",7002,"8/7/2013",1,8,34,1,5,37,4.5,"0",0,1,1,19.9,33.6,29.9,26.6,6.3,2.6,412,NA,NA,NA,NA,NA,NA
"637",32,"8/20/2013",1,8,36,2,5,15,2.5,"9",2,1,1,14.4,26.6,28.3,27.8,6.6,3.5,402,NA,NA,NA,NA,NA,NA
"638",4223,"1/22/2014",1,13,43,2,5,15,3,"27",3,1,1,27.3,27.3,11.3,10.8,8.7,8.7,402,NA,NA,NA,NA,NA,NA
"639",47,"2/13/2014",1,11,16,1,5,40,3.5,"32",3,1,1,17.1,26.8,10.2,10.9,8.8,8.3,412,NA,NA,NA,NA,NA,NA
"640",54,"2/13/2014",1,12,15,1,4,8,1.5,"32",2,1,1,4.2,26.3,11.2,10.7,9.4,8.3,402,NA,NA,NA,NA,NA,NA
"641",92,"2/13/2014",1,11,46,1,5,11,4,"32",3,2,1,17.7,19.6,10.1,9.9,9.2,9,402,NA,NA,NA,NA,NA,NA
"642",93,"2/13/2014",1,13,58,1,5,17,5,"27",3,2,1,21.9,28.4,10.9,12,8.9,8.1,402,NA,NA,NA,NA,NA,NA
"643",6132,"2/13/2014",1,12,42,1,4,12,4,"27",2,1,1,25.2,25.7,11,10.4,8.8,8.6,404,NA,NA,NA,NA,NA,NA
"644",6209,"2/13/2014",1,13,6,1,5,14,4,"27",2,1,1,24.9,25.8,10.7,10.5,8.8,8.7,402,NA,NA,NA,NA,NA,NA
"645",7010,"2/13/2014",1,14,25,1,5,44,5,"27",3,3,1,22.9,31.9,11.3,13.1,8.8,7.6,412,NA,NA,NA,NA,NA,NA
"646",47,"3/14/2014",1,8,58,1,5,40,4,"4",3,1,1,11.1,29.9,14.3,15.1,8.1,5.8,412,NA,NA,NA,NA,NA,NA
"647",92,"3/14/2014",1,10,28,1,5,11,3.5,"9",3,4,1,16.1,20.9,15.1,15.3,8.5,6.9,402,NA,NA,NA,NA,NA,NA
"648",93,"3/14/2014",1,9,59,1,5,17,7,"9",3,4,1,19.9,21.5,15.3,15.3,8.5,7.9,402,NA,NA,NA,NA,NA,NA
"649",7008,"3/14/2014",1,9,32,1,5,40,5,"4",3,4,1,19.3,32.2,14.9,15.7,8.1,6.5,412,NA,NA,NA,NA,NA,NA
"650",36,"3/19/2014",1,14,10,2,2,14,2,"14",3,1,1,0.5,1,21,17.3,6.7,6.4,222,NA,NA,NA,NA,NA,NA
"651",54,"4/9/2014",1,13,18,1,4,8,2,"36",4,3,1,4.6,16.7,19.2,18.3,7,6.9,402,NA,NA,NA,NA,NA,NA
"652",92,"4/9/2014",1,12,50,1,5,11,1.5,"36",4,4,1,3.8,14.2,17.7,17.8,7.3,6.9,402,NA,NA,NA,NA,NA,NA
"653",95,"4/9/2014",1,10,59,1,3,29,1,"36",4,2,1,0,0.1,18,17.9,5.8,6,322,NA,NA,NA,NA,NA,NA
"654",4121,"4/16/2014",1,16,12,2,4,10,3,"18",3,3,1,8.7,15.9,20,18.6,9.8,7.1,404,NA,NA,NA,NA,NA,NA
"655",47,"7/7/2014",1,8,55,1,5,38,3.5,"0",0,0,1,10.1,31.8,28.5,23,5.8,1.5,412,NA,NA,NA,NA,NA,NA
"656",92,"7/7/2014",1,9,47,1,5,12,4,"32",2,2,1,21.8,22.1,28.8,28.5,6.4,5.6,402,NA,NA,NA,NA,NA,NA
"657",93,"7/7/2014",1,10,30,1,5,17,9,"0",0,0,1,22.1,28.3,29.1,26.7,6.6,3.1,402,NA,NA,NA,NA,NA,NA
"658",7003,"7/7/2014",1,9,18,1,5,40,4,"32",1,1,1,18.8,33.2,28.5,22.1,6.6,2.9,412,NA,NA,NA,NA,NA,NA
"659",76,"7/16/2014",1,11,43,2,5,17,16,"36",2,1,1,25.9,34,28.4,23.7,5.7,5.1,402,NA,NA,NA,NA,NA,NA
"660",34,"10/16/2014",1,14,3,2,3,14,2,"27",3,1,1,14.4,17.6,24.1,23.4,9.3,6.6,112,NA,NA,NA,NA,NA,NA
"661",3129,"10/16/2014",1,11,30,2,4,13,3.5,"27",3,3,1,22.1,26.3,23.4,24.2,8.6,6.9,404,NA,NA,NA,NA,NA,NA
"662",3224,"10/16/2014",1,11,6,2,5,16,4,"32",3,3,1,24.6,27.6,23.5,24.2,8.4,7.1,402,NA,NA,NA,NA,NA,NA
"663",4207,"10/16/2014",1,10,33,2,5,14,4,"32",3,3,1,24.2,27.4,23.5,24.3,8.2,6.3,402,NA,NA,NA,NA,NA,NA
"664",77,"12/16/2014",1,11,52,2,5,18,8,"32",4,4,1,29.4,29.5,15.2,15.4,7.7,7.2,701,NA,NA,NA,NA,NA,NA
"665",3132,"12/16/2014",1,13,13,2,4,13,7,"27",4,4,1,29.4,29.5,15.4,15.4,8.3,7.8,404,NA,NA,NA,NA,NA,NA
"666",3212,"12/16/2014",1,12,45,2,5,15,4,"27",4,4,1,30.2,30.2,15.5,15.5,7.7,7.4,402,NA,NA,NA,NA,NA,NA
"667",4138,"12/16/2014",1,13,42,2,4,14,4,"27",4,4,1,29,29,15.4,15.3,8.1,7.8,404,NA,NA,NA,NA,NA,NA
"668",4250,"12/16/2014",1,12,21,2,5,17,8,"27",4,4,1,29.8,29.9,15.3,15.4,7.8,7.1,402,NA,NA,NA,NA,NA,NA
"669",32,"2/11/2015",1,13,14,2,5,15,9,"9",3,2,1,25.4,27.6,14.3,13.8,8.4,7.4,402,NA,NA,NA,NA,NA,NA
"670",5004,"2/11/2015",1,13,44,2,4,17,4,"22",3,3,1,22.4,26.4,14.2,13.6,8.5,7.3,412,NA,NA,NA,NA,NA,NA
"671",47,"2/11/2015",1,11,4,1,5,42,9,"4",2,1,1,26.2,29.6,13.2,13.5,8.2,7.4,412,NA,NA,NA,NA,NA,NA
"672",54,"2/11/2015",1,9,24,1,4,8,8,"4",3,2,1,20.4,24.1,12.1,12.8,8.4,7.6,402,NA,NA,NA,NA,NA,NA
"673",92,"2/11/2015",1,11,54,1,5,12,8,"4",2,2,1,29,29.6,14,13.7,8.2,7.7,402,NA,NA,NA,NA,NA,NA
"674",93,"2/11/2015",1,12,18,1,5,18,7,"4",2,2,1,27.4,31.4,13.9,14.7,8,6.7,402,NA,NA,NA,NA,NA,NA
"675",95,"2/11/2015",1,10,10,1,3,36,6,"4",2,1,1,7,31.1,12.7,14.5,8.8,7,322,NA,NA,NA,NA,NA,NA
"676",6121,"2/11/2015",1,8,59,1,4,12,9,"4",3,3,1,23.7,27.7,12.6,13.2,8.6,7.9,404,NA,NA,NA,NA,NA,NA
"677",6236,"2/11/2015",1,12,48,1,5,17,10,"9",2,2,1,25.2,25.7,13.4,13.4,8.3,8,402,NA,NA,NA,NA,NA,NA
"678",7003,"2/11/2015",1,11,29,1,5,41,6,"4",2,2,1,29.2,32.8,14.2,15,8,6.8,412,NA,NA,NA,NA,NA,NA
"679",34,"2/19/2015",1,10,13,2,3,15,4,"4",4,1,1,11.9,12.4,10.7,10.5,10.7,9.5,112,NA,NA,NA,NA,NA,NA
"680",36,"2/19/2015",1,9,15,2,2,14,5,"4",4,1,1,9.7,10.1,10.6,10.8,10.6,9.9,222,NA,NA,NA,NA,NA,NA
"681",37,"2/19/2015",1,11,16,2,4,13,4,"4",4,2,1,24.3,24.7,9.8,9.7,9.2,8.6,112,NA,NA,NA,NA,NA,NA
"682",76,"2/19/2015",1,11,51,2,5,16,6,"4",4,3,1,31.1,32.1,11.5,11.8,8.2,7.6,402,NA,NA,NA,NA,NA,NA
"683",77,"2/19/2015",1,12,35,2,5,17,7,"4",3,3,1,31.3,31.3,11.9,11.6,8.2,7.8,701,NA,NA,NA,NA,NA,NA
"684",4229,"2/19/2015",1,13,0,2,5,14,4,"4",2,3,1,28.7,29.8,11.1,11.3,8.6,7.9,402,NA,NA,NA,NA,NA,NA
"685",32,"4/21/2015",1,11,31,2,5,16,4,"9",4,4,1,14.4,22.9,23.2,23,7.9,6.1,402,NA,NA,NA,NA,NA,NA
"686",34,"4/21/2015",1,13,15,2,3,16,3,"9",1,1,1,0.4,0.4,23.7,23.3,5.8,6.5,112,NA,NA,NA,NA,NA,NA
"687",76,"6/17/2015",1,11,57,2,5,19,5,"18",3,2,1,16.3,17.8,30,29.6,7.9,6.5,402,NA,NA,NA,NA,NA,NA
"688",77,"6/17/2015",1,11,32,2,5,19,4,"18",3,1,1,15.9,17.6,30.1,29.2,8,5.2,701,NA,NA,NA,NA,NA,NA
"689",3118,"6/17/2015",1,9,53,2,4,13,3,"18",1,1,1,10.7,11.5,29.5,29.3,7,5.7,404,NA,NA,NA,NA,NA,NA
"690",3204,"6/17/2015",1,10,22,2,5,15,2.5,"18",1,1,1,9.9,12.9,29.6,29.1,8.1,5.9,402,NA,NA,NA,NA,NA,NA
"691",4118,"6/17/2015",1,9,10,2,4,14,4.5,"18",1,1,1,11.8,12.6,29.2,29.2,7.1,6.6,404,NA,NA,NA,NA,NA,NA
"692",4214,"6/17/2015",1,11,7,2,5,12,4,"18",3,1,1,15.4,16.1,29.9,29.2,7.9,5.4,402,NA,NA,NA,NA,NA,NA
"693",54,"6/22/2015",1,10,57,1,4,9,3,"4",1,1,1,11.9,13.5,30.3,30.2,7.3,6.2,402,NA,NA,NA,NA,NA,NA
"694",92,"6/22/2015",1,10,29,1,5,12,3,"36",1,1,1,10.2,13.7,30.4,29.9,7.4,5,402,NA,NA,NA,NA,NA,NA
"695",93,"6/22/2015",1,10,6,1,5,18,3.5,"4",1,1,1,12.1,26.3,30.3,29.1,7.7,3.9,402,NA,NA,NA,NA,NA,NA
"696",6138,"6/22/2015",1,11,17,1,4,10,3,"36",1,1,1,13.3,13.9,30.4,30.3,7.1,6.3,404,NA,NA,NA,NA,NA,NA
"697",6243,"6/22/2015",1,11,41,1,5,12,3,"14",1,1,1,13.2,15,30.1,29.9,7.5,6.1,402,NA,NA,NA,NA,NA,NA
"698",34,"7/14/2015",1,13,40,2,3,10,2.5,"22",4,1,1,8.1,15.6,31.7,31.5,7.6,2.6,112,NA,NA,NA,NA,NA,NA
"699",36,"7/14/2015",1,13,7,2,2,13,3,"27",3,1,1,2.9,11.8,32.3,31.4,7.6,2,222,NA,NA,NA,NA,NA,NA
"700",76,"7/14/2015",1,11,45,2,5,17,8,"27",2,2,1,25,29.1,30.4,28.4,7,5.4,402,NA,NA,NA,NA,NA,NA
"701",77,"7/14/2015",1,11,13,2,5,17,8,"27",2,4,1,24.1,27.2,30.5,29.1,6.8,5.6,701,NA,NA,NA,NA,NA,NA
"702",95,"7/20/2015",1,8,9,1,3,15,4,"22",1,1,1,10.2,30.1,30.2,27.3,4.6,2.1,322,NA,NA,NA,NA,NA,NA
"703",6104,"7/20/2015",1,11,30,1,4,6,4,"22",2,1,1,23.4,25.5,32.3,30.9,6,5.2,404,NA,NA,NA,NA,NA,NA
"704",7009,"7/20/2015",1,9,23,1,5,43,7,"0",0,1,1,28.2,33.7,30.1,27,5.8,3.6,412,NA,NA,NA,NA,NA,NA
"705",5004,"10/8/2015",1,12,49,2,4,14,4,"18",3,1,1,28.1,28.2,25.6,24.7,6.3,5.6,412,NA,NA,NA,NA,NA,NA
"706",47,"10/8/2015",1,8,58,1,5,42,5.5,"18",1,1,1,28.5,31.5,24.5,23.6,7.1,5,412,NA,NA,NA,NA,NA,NA
"707",54,"10/8/2015",1,11,2,1,4,9,4,"9",1,1,1,25.7,27.6,24.3,23.9,6.9,6.8,402,NA,NA,NA,NA,NA,NA
"708",92,"10/8/2015",1,10,35,1,5,11,10,"9",3,1,1,30.8,31.1,24.5,24.5,6.6,6.5,402,NA,NA,NA,NA,NA,NA
"709",93,"10/8/2015",1,10,5,1,5,17,17,"9",3,2,1,31,32.2,24.2,24.4,6.4,5,402,NA,NA,NA,NA,NA,NA
"710",95,"10/8/2015",1,8,22,1,3,27,4,"36",1,1,1,12.2,30.3,24.4,23.5,7.4,5.9,322,NA,NA,NA,NA,NA,NA
"711",6116,"10/8/2015",1,11,59,1,4,10,6,"9",1,1,1,27.7,28.1,25,24.3,7.2,6.9,404,NA,NA,NA,NA,NA,NA
"712",6205,"10/8/2015",1,11,34,1,5,13,7,"9",1,1,1,28.4,31.7,24.3,23.9,6.8,6.2,402,NA,NA,NA,NA,NA,NA
"713",7005,"10/8/2015",1,9,35,1,5,40,10,"7",3,2,1,30.7,31.8,24.1,24.3,6.7,5.7,412,NA,NA,NA,NA,NA,NA
"714",32,"11/19/2015",1,7,52,2,5,16,6,"4",4,4,1,26.1,28.9,18.6,19.6,6.4,5.3,402,NA,NA,NA,NA,NA,NA
"715",37,"11/19/2015",1,11,56,2,4,14,3.5,"36",4,1,1,24.1,24.4,20.1,20.3,6.1,6.5,112,NA,NA,NA,NA,NA,NA
"716",76,"11/19/2015",1,8,39,2,5,19,8,"4",4,4,1,27.1,29.1,19.2,19.7,6.5,6.3,402,NA,NA,NA,NA,NA,NA
"717",77,"11/19/2015",1,9,6,2,5,18,6,"4",4,4,1,28.4,28.6,19.5,19.6,6.5,6.4,701,NA,NA,NA,NA,NA,NA
"718",3125,"11/19/2015",1,10,45,2,4,11,3.5,"4",4,4,1,24.8,24.9,19.1,19,6.1,6.2,404,NA,NA,NA,NA,NA,NA
"719",3203,"11/19/2015",1,10,11,2,5,15,5,"4",4,4,1,25,25,19.2,19.3,6.8,6.7,402,NA,NA,NA,NA,NA,NA
"720",4114,"11/19/2015",1,11,26,2,4,11,4,"4",4,4,1,28.6,28.6,19.8,19.7,5.6,6.3,404,NA,NA,NA,NA,NA,NA
"721",4211,"11/19/2015",1,9,46,2,5,15,5,"4",4,4,1,26.5,26.7,19.3,19.3,6.6,7,402,NA,NA,NA,NA,NA,NA
"722",32,"1/12/2016",1,12,57,2,5,13,6,"36",2,1,1,15.2,25.9,12.5,14,9.9,6.9,402,NA,NA,NA,NA,NA,NA
"723",37,"1/12/2016",1,13,49,2,4,12,3.5,"36",3,2,1,15.5,20.7,12.8,12.9,9.9,7.6,112,NA,NA,NA,NA,NA,NA
"724",5007,"1/12/2016",1,13,32,2,4,13,3,"36",3,2,1,17.1,23.6,12.3,13.6,9.8,6.6,412,NA,NA,NA,NA,NA,NA
"725",54,"1/12/2016",1,11,40,1,4,7,2,"36",1,1,1,5.9,16.9,12.4,12.7,8.6,7,402,NA,NA,NA,NA,NA,NA
"726",34,"1/19/2016",1,15,30,2,3,14,2.5,"14",1,1,1,5.9,7,12.3,12,10.9,9,112,NA,NA,NA,NA,NA,NA
"727",32,"2/12/2016",1,12,15,2,5,14,4,"27",2,2,1,17.2,19.8,13.6,13.1,8.8,7.6,402,NA,NA,NA,NA,NA,NA
"728",6231,"2/12/2016",1,11,53,1,5,16,5,"27",3,3,1,17.5,18.3,13.3,13.1,8.8,7.7,402,NA,NA,NA,NA,NA,NA
"729",34,"2/18/2016",1,14,56,2,3,16,2,"14",3,1,1,4.7,6.9,15.7,14.8,10.9,7.2,112,NA,NA,NA,NA,NA,NA
"730",77,"2/18/2016",1,10,35,2,5,18,6,"9",4,5,1,24.6,28.6,15.7,16.3,8.6,6.5,701,NA,NA,NA,NA,NA,NA
"731",3122,"2/18/2016",1,12,13,2,4,11,5,"9",4,3,1,20.9,21,14.6,14.7,8.5,7.6,404,NA,NA,NA,NA,NA,NA
"732",3225,"2/18/2016",1,11,42,2,5,16,5.5,"9",4,4,1,22.9,22.9,15.3,15.3,8.7,7.6,402,NA,NA,NA,NA,NA,NA
"733",4102,"2/18/2016",1,12,59,2,4,12,4.5,"9",4,5,1,18.9,19,14.8,14.7,8.5,7.5,404,NA,NA,NA,NA,NA,NA
"734",4239,"2/18/2016",1,11,12,2,5,16,5.5,"9",4,4,1,21.8,22,15.1,15.1,8.5,7.5,402,NA,NA,NA,NA,NA,NA
"735",5008,"2/18/2016",1,9,7,2,4,12,5.5,"9",4,3,1,20.3,23.8,14.9,15.2,8.5,7.4,412,NA,NA,NA,NA,NA,NA
"736",32,"3/21/2016",1,13,40,2,5,15,2.5,"18",1,2,1,12,14.2,16.9,16.6,9.4,6.5,402,NA,NA,NA,NA,NA,NA
"737",34,"3/21/2016",1,9,27,2,3,20,1,"7",4,1,1,0.1,0.2,16.1,15.6,8.6,7.7,112,NA,NA,NA,NA,NA,NA
"738",36,"3/21/2016",1,8,54,2,2,13,2,"7",3,1,1,1,1,17.5,16.9,6.1,5.8,222,NA,NA,NA,NA,NA,NA
"739",3138,"3/21/2016",1,16,16,2,4,14,2,"22",4,4,1,12.8,12.8,18.7,17.5,9.5,8.6,404,NA,NA,NA,NA,NA,NA
"740",3201,"3/21/2016",1,15,54,2,5,15,2,"22",4,4,1,13.2,13.3,18.1,17.7,9.8,8.6,402,NA,NA,NA,NA,NA,NA
"741",4101,"3/21/2016",1,16,47,2,4,10,2,"27",4,4,1,11.6,11.6,17,16.9,9.5,8.5,404,NA,NA,NA,NA,NA,NA
"742",4225,"3/21/2016",1,15,25,2,5,16,2.5,"22",3,2,1,12.4,12.9,17.9,17.1,9,7.4,402,NA,NA,NA,NA,NA,NA
"743",6218,"3/21/2016",1,13,12,1,5,19,3.5,"14",2,2,1,12.7,14.4,17,16.9,8.5,7.4,402,NA,NA,NA,NA,NA,NA
"744",47,"4/19/2016",1,9,4,1,5,41,2,"14",3,1,1,3.7,25.8,20.3,20.7,6.9,4.8,412,NA,NA,NA,NA,NA,NA
"745",92,"4/19/2016",1,10,40,1,5,12,3,"14",4,3,1,14.3,14.3,20.6,20.8,8.3,7.2,402,NA,NA,NA,NA,NA,NA
"746",95,"4/19/2016",1,8,31,1,3,32,1.5,"14",1,0,1,0.1,0.6,19.7,19.7,6.4,5.7,322,NA,NA,NA,NA,NA,NA
"747",5010,"5/11/2016",1,12,38,2,4,17,10,"9",3,3,1,17.4,18.3,25.5,24.5,7.4,4.4,412,NA,NA,NA,NA,NA,NA
"748",47,"5/11/2016",1,9,21,1,5,38,4.3,"18",2,1,1,11.3,28.9,24.5,22.7,7.1,2.7,412,NA,NA,NA,NA,NA,NA
"749",6205,"5/11/2016",1,12,11,1,5,15,3.5,"14",3,2,1,16.3,18.3,25.9,24.7,7.6,6.2,402,NA,NA,NA,NA,NA,NA
"750",32,"6/21/2016",1,8,28,2,5,15,3,"4",1,1,1,21.8,23.5,27.7,27.5,5.8,5.5,402,NA,NA,NA,NA,NA,NA
"751",76,"6/21/2016",1,9,18,2,5,19,11,"4",1,1,1,23.9,24.4,28.3,28,6.4,4.9,402,NA,NA,NA,NA,NA,NA
"752",77,"6/21/2016",1,9,57,2,5,18,12,"4",1,1,1,24,24.8,28.4,28,6.9,4.6,701,NA,NA,NA,NA,NA,NA
"753",4219,"6/21/2016",1,10,27,2,5,17,4,"4",1,0,1,19.2,24.2,28.6,28.3,6.6,5.5,402,NA,NA,NA,NA,NA,NA
"754",5006,"7/18/2016",1,13,19,2,4,13,1.3,"14",3,2,1,21.7,22.4,31.1,30.6,5,4,412,NA,NA,NA,NA,NA,NA
"755",95,"7/18/2016",1,8,32,1,3,26,2,"9",1,0,1,19,27.7,29.7,27.7,4.5,1.9,322,NA,NA,NA,NA,NA,NA
"756",34,"7/21/2016",1,11,45,2,3,19,2.5,"4",1,0,1,7.8,10,31.5,31.3,6.4,2.9,112,NA,NA,NA,NA,NA,NA
"757",36,"7/21/2016",1,11,13,2,2,15,2.5,"4",1,0,1,3,3.6,31.1,31.3,5.8,3.5,222,NA,NA,NA,NA,NA,NA
"758",76,"7/21/2016",1,7,39,2,5,18,8,"4",1,1,1,25.3,27.9,30.4,29.8,5.4,3.7,402,NA,NA,NA,NA,NA,NA
"759",3103,"7/21/2016",1,9,41,2,4,12,4.5,"4",1,1,1,22.4,23.1,30.8,30.8,5,3.3,404,NA,NA,NA,NA,NA,NA
"760",3218,"7/21/2016",1,9,9,2,5,14,7,"9",1,1,1,24.2,24.5,31.2,31.1,5.7,3.8,402,NA,NA,NA,NA,NA,NA
"761",4110,"7/21/2016",1,10,14,2,4,11,4.3,"4",1,0,1,22.4,24.1,31.1,31.1,4.8,2.3,404,NA,NA,NA,NA,NA,NA
"762",4252,"7/21/2016",1,8,41,2,5,17,7,"4",1,1,1,25.4,26.7,30.7,30.4,6.1,3.5,402,NA,NA,NA,NA,NA,NA
"763",34,"8/17/2016",1,13,51,2,3,19,2,"9",3,0,1,1.2,1.8,29.5,29.4,5.1,4.5,112,NA,NA,NA,NA,NA,NA
"764",36,"8/17/2016",1,13,15,2,2,15,1.5,"14",3,0,1,0.3,0.5,30.2,29.3,5.2,4.4,222,NA,NA,NA,NA,NA,NA
"765",76,"8/17/2016",1,8,46,2,5,18,8,"14",3,3,1,27.4,28.8,29,28.5,6.4,5.6,402,NA,NA,NA,NA,NA,NA
"766",32,"9/12/2016",1,12,55,2,5,14,4,"4",3,2,1,23.8,25.5,29.8,29.4,6,4,402,NA,NA,NA,NA,NA,NA
"767",76,"9/12/2016",1,13,23,2,5,17,6,"4",3,2,1,25.9,27.5,30,29.7,6.5,3.6,402,NA,NA,NA,NA,NA,NA
"768",77,"9/12/2016",1,13,52,2,5,16,5.5,"9",3,2,1,25,26.8,29.9,29.4,6.1,3.8,701,NA,NA,NA,NA,NA,NA
"769",6126,"9/12/2016",1,12,31,1,4,8,4,"4",3,2,1,22,23.5,29.4,29.4,6.1,4.6,404,NA,NA,NA,NA,NA,NA
"770",3207,"9/19/2016",1,11,3,2,5,14,3.5,"36",2,1,1,15,23.7,29.4,29.7,7.1,1.6,402,NA,NA,NA,NA,NA,NA
"771",4242,"9/19/2016",1,13,4,2,5,19,3,"36",3,3,1,18.3,27.4,29,29.4,6.2,2.5,402,NA,NA,NA,NA,NA,NA
"772",32,"10/13/2016",1,13,10,2,5,14,7,"14",2,3,1,29.8,30.6,25.2,24.8,6.2,4.6,402,NA,NA,NA,NA,NA,NA
"773",77,"10/13/2016",1,14,24,2,5,16,6,"14",2,2,1,30.1,30.1,24.8,24.7,6,4.7,701,NA,NA,NA,NA,NA,NA
"774",92,"10/13/2016",1,11,5,1,5,12,4.5,"9",3,2,1,29.5,29.6,24.6,24.5,6.1,5,402,NA,NA,NA,NA,NA,NA
"775",93,"10/13/2016",1,10,40,1,5,18,14,"9",3,4,1,30.7,25.3,25.2,25.1,6.4,5.7,402,NA,NA,NA,NA,NA,NA
"776",6111,"10/13/2016",1,11,59,1,4,8,4,"9",2,1,1,26.5,29.2,24.3,24.4,6.6,4.6,404,NA,NA,NA,NA,NA,NA
"777",6232,"10/13/2016",1,12,29,1,5,15,11,"9",2,2,1,30.4,30.2,25.2,25.2,6.1,5.6,402,NA,NA,NA,NA,NA,NA
"778",7009,"10/13/2016",1,10,10,1,5,46,12,"9",3,4,1,30.5,31.3,24.4,25.2,6.6,5.6,412,NA,NA,NA,NA,NA,NA
"779",5002,"11/15/2016",1,14,18,2,4,13,3,"22",2,1,1,27,27.2,19.1,19,8.7,7.3,412,NA,NA,NA,NA,NA,NA
"780",54,"11/15/2016",1,11,25,1,4,8,3,"36",1,0,1,27.5,27.9,19.8,19.1,7.8,6.5,402,NA,NA,NA,NA,NA,NA
"781",92,"11/15/2016",1,10,50,1,5,11,3.5,"32",1,1,1,31,31.5,19.4,19.7,7,6.4,402,NA,NA,NA,NA,NA,NA
"782",95,"11/15/2016",1,8,34,1,3,27,3,"27",1,0,1,22.3,22.3,19.7,19.4,7.1,6.1,322,NA,NA,NA,NA,NA,NA
"783",6105,"11/15/2016",1,11,56,1,4,9,3,"18",1,1,1,25.8,29.9,19,19.2,8,6,404,NA,NA,NA,NA,NA,NA
"784",6211,"11/15/2016",1,12,26,1,5,14,5,"18",1,1,1,30.3,30.4,19,18.9,7.4,6.1,402,NA,NA,NA,NA,NA,NA
"785",7009,"11/15/2016",1,9,50,1,5,45,7,"32",1,1,1,32.7,33,19.9,19.9,6.8,6.1,412,NA,NA,NA,NA,NA,NA
"786",32,"11/17/2016",1,8,15,2,5,13,5,"4",2,1,1,31.4,32.1,19.5,20,6.5,5.6,402,NA,NA,NA,NA,NA,NA
"787",37,"11/17/2016",1,12,6,2,4,14,3,"9",1,1,1,26.7,27.4,19.6,19.5,7.7,6,112,NA,NA,NA,NA,NA,NA
"788",76,"11/17/2016",1,8,46,2,5,16,6.5,"4",2,1,1,32.3,29.2,20.2,20.5,6.5,5.8,402,NA,NA,NA,NA,NA,NA
"789",77,"11/17/2016",1,9,17,2,5,15,4,"4",2,1,1,30.4,29.6,19.4,20,6.9,5.8,701,NA,NA,NA,NA,NA,NA
"790",3105,"11/17/2016",1,11,16,2,4,10,6,"9",2,1,1,28.4,29.4,19.4,19.3,6.3,5.2,404,NA,NA,NA,NA,NA,NA
"791",3201,"11/17/2016",1,10,45,2,5,13,6,"9",2,1,1,29.6,30.4,19.1,19.1,6.7,5.5,402,NA,NA,NA,NA,NA,NA
"792",4137,"11/17/2016",1,10,14,2,4,12,4,"4",1,1,1,30,30.1,19.2,19.1,6.4,5.7,404,NA,NA,NA,NA,NA,NA
"793",4243,"11/17/2016",1,9,44,2,5,18,5,"4",2,2,1,30.2,30.3,19.3,19.4,6.6,5.4,402,NA,NA,NA,NA,NA,NA
"794",47,"1/12/2017",1,8,58,1,5,46,2,"9",2,0,1,7.4,23.2,11.9,12.3,9.4,8.7,412,NA,NA,NA,NA,NA,NA
"795",54,"1/12/2017",1,11,8,1,4,8,1,"9",1,1,1,14.6,26.5,12.8,13,9,8.5,402,NA,NA,NA,NA,NA,NA
