STA,DATE,GEAR,CODE,NAME,MIN.SL,MAX.SL,MEASURED,TOT.NUM,TOT.WEIGHT
77,12/14/2009,1,36020020101,Dasyatis sabina,NA,NA,6,6,3052.7
77,12/14/2009,1,36030680201,Lagodon rhomboides,NA,NA,1,1,13.5
77,12/14/2009,1,36030620401,Leiostomus xanthurus,NA,NA,1,1,35.7
77,12/14/2009,1,14050030301,Lolliguncula brevis,NA,NA,17,17,143.6
77,12/14/2009,1,30020050102,Luidia clathrata,NA,NA,1,1,13.5
77,12/14/2009,1,36030620501,Menticirrhus americanus,NA,NA,1,1,17.4
77,12/14/2009,1,36030620601,Micropogonias undulatus,NA,NA,3,3,180.2
77,12/14/2009,1,36030700103,Peprilus burti,NA,NA,2,2,21.3
77,12/14/2009,1,36030770206,Sphoeroides parvus,NA,NA,1,1,0.5
3138,12/14/2009,1,36030280102,Anchoa mitchilli,NA,NA,20,655,566.5
3138,12/14/2009,1,36030620101,Bairdiella chrysoura,NA,NA,1,1,7.2
3138,12/14/2009,1,36030170301,Dorosoma petenense,NA,NA,1,1,19.4
3138,12/14/2009,1,14050030301,Lolliguncula brevis,NA,NA,8,8,26.9
3138,12/14/2009,1,36030620601,Micropogonias undulatus,NA,NA,1,1,54.4
3138,12/14/2009,1,36030700103,Peprilus burti,NA,NA,8,8,11
3207,12/14/2009,1,36030280102,Anchoa mitchilli,NA,NA,20,207,207.3
3207,12/14/2009,1,18020010101,Diopatra cuprea,NA,NA,1,1,1
3207,12/14/2009,1,36030170301,Dorosoma petenense,NA,NA,11,11,251
3207,12/14/2009,1,14050030301,Lolliguncula brevis,NA,NA,16,16,41.9
3207,12/14/2009,1,36030620601,Micropogonias undulatus,NA,NA,1,1,52
3207,12/14/2009,1,4030050101,Paranthus rapiformes,NA,NA,1,1,3
3207,12/14/2009,1,36030700103,Peprilus burti,NA,NA,2,2,1.2
4120,12/14/2009,1,36030280102,Anchoa mitchilli,NA,NA,20,394,291.3
4120,12/14/2009,1,36030620101,Bairdiella chrysoura,NA,NA,1,1,5.2
4120,12/14/2009,1,36030170301,Dorosoma petenense,NA,NA,1,1,21.5
4120,12/14/2009,1,36030620401,Leiostomus xanthurus,NA,NA,6,6,165.5
4120,12/14/2009,1,29350010103,Litopenaeus setiferus,NA,NA,8,8,40.4
4120,12/14/2009,1,14050030301,Lolliguncula brevis,NA,NA,2,2,6.6
4120,12/14/2009,1,36030620601,Micropogonias undulatus,NA,NA,20,35,2164.2
4120,12/14/2009,1,36030700103,Peprilus burti,NA,NA,3,3,9.1
4120,12/14/2009,1,36030700102,Peprilus paru,NA,NA,5,5,58.8
4239,12/14/2009,1,36030280102,Anchoa mitchilli,NA,NA,20,1133,1240.6
4239,12/14/2009,1,36030620101,Bairdiella chrysoura,NA,NA,5,5,64.6
4239,12/14/2009,1,36030170201,Brevoortia patronus,NA,NA,2,2,51.7
4239,12/14/2009,1,36030170301,Dorosoma petenense,NA,NA,1,1,38.9
4239,12/14/2009,1,36030110301,Etropus crossotus,NA,NA,3,3,25.5
4239,12/14/2009,1,29350010103,Litopenaeus setiferus,NA,NA,1,1,9.7
4239,12/14/2009,1,14050030301,Lolliguncula brevis,NA,NA,20,25,147.4
4239,12/14/2009,1,36030620501,Menticirrhus americanus,NA,NA,1,1,12.1
4239,12/14/2009,1,36030620601,Micropogonias undulatus,NA,NA,13,13,710
4239,12/14/2009,1,36030700103,Peprilus burti,NA,NA,4,4,2.1
4239,12/14/2009,1,36030700102,Peprilus paru,NA,NA,2,2,20.6
5006,12/14/2009,1,36030280102,Anchoa mitchilli,NA,NA,20,821,229.9
5006,12/14/2009,1,36030170201,Brevoortia patronus,NA,NA,1,1,136.6
5006,12/14/2009,1,36030620601,Micropogonias undulatus,NA,NA,5,5,174.2
5006,12/14/2009,1,29260010201,Squilla empusa,NA,NA,1,1,5.8
6231,12/14/2009,1,36030280102,Anchoa mitchilli,NA,NA,20,159,308.5
6231,12/14/2009,1,36030530101,Cynoscion arenarius,NA,NA,1,1,41.1
6231,12/14/2009,1,36020020101,Dasyatis sabina,NA,NA,2,2,2779.4
6231,12/14/2009,1,29350010103,Litopenaeus setiferus,NA,NA,1,1,9
6231,12/14/2009,1,14050030301,Lolliguncula brevis,NA,NA,20,47,280.2
6231,12/14/2009,1,36030620601,Micropogonias undulatus,NA,NA,11,11,616.1
6231,12/14/2009,1,36030700103,Peprilus burti,NA,NA,2,2,1.9
6231,12/14/2009,1,36030700102,Peprilus paru,NA,NA,1,1,13.6
7007,12/14/2009,1,36030280102,Anchoa mitchilli,NA,NA,20,103,229.6
7007,12/14/2009,1,36030530101,Cynoscion arenarius,NA,NA,2,2,84.1
7007,12/14/2009,1,36030530103,Cynoscion nothus,NA,NA,4,4,14
7007,12/14/2009,1,36030620301,Larimus fasciatus,NA,NA,1,1,0.6
7007,12/14/2009,1,36030620401,Leiostomus xanthurus,NA,NA,8,8,303.4
7007,12/14/2009,1,29350010103,Litopenaeus setiferus,NA,NA,6,6,38.2
7007,12/14/2009,1,14050030301,Lolliguncula brevis,NA,NA,6,6,25.7
7007,12/14/2009,1,36030620601,Micropogonias undulatus,NA,NA,10,10,698.8
7007,12/14/2009,1,36030770206,Sphoeroides parvus,NA,NA,1,1,0.9
7007,12/14/2009,1,29260010201,Squilla empusa,NA,NA,5,5,33.6
7007,12/14/2009,1,36030790101,Trichiurus lepturus,NA,NA,1,1,7.9
34,12/16/2009,1,29350230203,Callinectes sapidus,NA,NA,2,2,42.5
34,12/16/2009,1,36030350402,Gobionellus oceanicus,NA,NA,1,1,3
34,12/16/2009,1,36030370101,Ictalurus punctatus,NA,NA,9,9,1523.1
34,12/16/2009,1,36030670301,Trinectes maculatus,NA,NA,2,2,31.6
36,12/16/2009,1,36030280102,Anchoa mitchilli,NA,NA,6,6,4.1
36,12/16/2009,1,36030680101,Archosargus probatocephalus,NA,NA,11,11,1771.1
36,12/16/2009,1,36030350403,Ctenogobius shufeldti,NA,NA,1,1,1.5
36,12/16/2009,1,29350010101,Farfantepenaeus aztecus,NA,NA,1,1,0.4
36,12/16/2009,1,36030680201,Lagodon rhomboides,NA,NA,1,1,18.4
36,12/16/2009,1,36030620401,Leiostomus xanthurus,NA,NA,5,5,265.7
36,12/16/2009,1,29350050102,Macrobrachium ohione,NA,NA,5,5,4.2
36,12/16/2009,1,36030620601,Micropogonias undulatus,NA,NA,18,18,450.8
36,12/16/2009,1,36030460101,Mugil cephalus,NA,NA,3,3,336.8
36,12/16/2009,1,36030620901,Pogonias cromis,NA,NA,6,6,556.7
47,1/14/2010,1,36030280102,Anchoa mitchilli,NA,NA,13,13,12.4
47,1/14/2010,1,36030620101,Bairdiella chrysoura,NA,NA,1,1,15.6
47,1/14/2010,1,36030530101,Cynoscion arenarius,NA,NA,1,1,7.4
47,1/14/2010,1,36030530102,Cynoscion nebulosus,NA,NA,1,1,21.1
47,1/14/2010,1,36030170301,Dorosoma petenense,NA,NA,14,14,253.7
47,1/14/2010,1,36030110301,Etropus crossotus,NA,NA,4,4,27.9
47,1/14/2010,1,36030620401,Leiostomus xanthurus,NA,NA,20,48,645
47,1/14/2010,1,29350010103,Litopenaeus setiferus,NA,NA,3,3,25
47,1/14/2010,1,14050030301,Lolliguncula brevis,NA,NA,4,4,21
47,1/14/2010,1,36030620501,Menticirrhus americanus,NA,NA,5,5,154.4
47,1/14/2010,1,36030620601,Micropogonias undulatus,NA,NA,1,1,45.3
47,1/14/2010,1,36030700103,Peprilus burti,NA,NA,3,3,7
47,1/14/2010,1,36030700102,Peprilus paru,NA,NA,7,7,89.4
47,1/14/2010,1,29260010201,Squilla empusa,NA,NA,2,2,28
47,1/14/2010,1,36030200102,Symphurus civitatium,NA,NA,1,1,7.1
47,1/14/2010,1,36030790101,Trichiurus lepturus,NA,NA,1,1,5.1
54,1/14/2010,1,36030280102,Anchoa mitchilli,NA,NA,12,12,3.9
54,1/14/2010,1,14050030301,Lolliguncula brevis,NA,NA,1,1,3.5
92,1/14/2010,1,36030280102,Anchoa mitchilli,NA,NA,20,40,37.2
92,1/14/2010,1,36030170201,Brevoortia patronus,NA,NA,1,1,9.8
92,1/14/2010,1,29350010103,Litopenaeus setiferus,NA,NA,1,1,4.4
93,1/14/2010,1,36030280102,Anchoa mitchilli,NA,NA,20,1142,1626.7
93,1/14/2010,1,36030050201,Ariopsis felis,NA,NA,1,1,593.1
93,1/14/2010,1,36030620101,Bairdiella chrysoura,NA,NA,2,2,30.3
93,1/14/2010,1,36030170301,Dorosoma petenense,NA,NA,1,1,22.9
93,1/14/2010,1,36030110301,Etropus crossotus,NA,NA,1,1,11.6
93,1/14/2010,1,14050030301,Lolliguncula brevis,NA,NA,11,11,53.1
93,1/14/2010,1,30020050102,Luidia clathrata,NA,NA,7,7,51.8
93,1/14/2010,1,30030020101,Ophiolepis elegans,NA,NA,1,1,0
93,1/14/2010,1,36030700103,Peprilus burti,NA,NA,2,2,12.5
95,1/14/2010,1,36020020101,Dasyatis sabina,NA,NA,1,1,740.7
95,1/14/2010,1,36030170301,Dorosoma petenense,NA,NA,2,2,35.1
95,1/14/2010,1,36030620601,Micropogonias undulatus,NA,NA,8,8,749.1
6108,1/14/2010,1,36030280102,Anchoa mitchilli,NA,NA,20,110,49.8
6108,1/14/2010,1,36030170301,Dorosoma petenense,NA,NA,3,3,12.8
6108,1/14/2010,1,36030620401,Leiostomus xanthurus,NA,NA,1,1,9.5
6108,1/14/2010,1,29350010103,Litopenaeus setiferus,NA,NA,1,1,2.6
6108,1/14/2010,1,36030620601,Micropogonias undulatus,NA,NA,2,2,1.5
6108,1/14/2010,1,36030620901,Pogonias cromis,NA,NA,1,1,93.7
7001,1/14/2010,1,36030280102,Anchoa mitchilli,NA,NA,1,1,1.7
7001,1/14/2010,1,36030050201,Ariopsis felis,NA,NA,1,1,6.8
7001,1/14/2010,1,36030170201,Brevoortia patronus,NA,NA,16,16,237.3
7001,1/14/2010,1,36030170301,Dorosoma petenense,NA,NA,3,3,45.3
7001,1/14/2010,1,36030110301,Etropus crossotus,NA,NA,3,3,29.3
7001,1/14/2010,1,36030700102,Peprilus paru,NA,NA,1,1,11.1
7001,1/14/2010,1,29260010201,Squilla empusa,NA,NA,2,2,43.3
32,1/19/2010,1,36030280102,Anchoa mitchilli,NA,NA,20,230,190.8
32,1/19/2010,1,36030530101,Cynoscion arenarius,NA,NA,1,1,5.2
32,1/19/2010,1,36030170301,Dorosoma petenense,NA,NA,2,2,26.2
32,1/19/2010,1,36030110301,Etropus crossotus,NA,NA,1,1,7.4
32,1/19/2010,1,14050030301,Lolliguncula brevis,NA,NA,20,26,111.6
32,1/19/2010,1,36030620501,Menticirrhus americanus,NA,NA,1,1,9.1
32,1/19/2010,1,36030700103,Peprilus burti,NA,NA,2,2,4.7
34,1/19/2010,1,36030280102,Anchoa mitchilli,NA,NA,20,46,7.2
34,1/19/2010,1,36030350402,Gobionellus oceanicus,NA,NA,1,1,20.3
34,1/19/2010,1,36030620401,Leiostomus xanthurus,NA,NA,1,1,12.9
34,1/19/2010,1,36030620601,Micropogonias undulatus,NA,NA,3,3,1.5
36,1/19/2010,1,36030280102,Anchoa mitchilli,NA,NA,20,44,7
36,1/19/2010,1,36030680101,Archosargus probatocephalus,NA,NA,2,2,188.6
36,1/19/2010,1,36030170301,Dorosoma petenense,NA,NA,1,1,18
36,1/19/2010,1,36030620401,Leiostomus xanthurus,NA,NA,10,10,134.1
36,1/19/2010,1,14050030301,Lolliguncula brevis,NA,NA,1,1,5.2
36,1/19/2010,1,36030620601,Micropogonias undulatus,NA,NA,5,5,384.1
36,1/19/2010,1,36030460101,Mugil cephalus,NA,NA,2,2,364.6
36,1/19/2010,1,36030620901,Pogonias cromis,NA,NA,1,1,81
37,1/19/2010,1,36030280102,Anchoa mitchilli,NA,NA,16,16,6.8
37,1/19/2010,1,36030620101,Bairdiella chrysoura,NA,NA,3,3,24.8
37,1/19/2010,1,36030530102,Cynoscion nebulosus,NA,NA,1,1,42.2
37,1/19/2010,1,36030170301,Dorosoma petenense,NA,NA,16,16,161.6
37,1/19/2010,1,36030620401,Leiostomus xanthurus,NA,NA,16,16,364
37,1/19/2010,1,29350010103,Litopenaeus setiferus,NA,NA,1,1,4.9
37,1/19/2010,1,14050030301,Lolliguncula brevis,NA,NA,20,58,224.8
37,1/19/2010,1,36030620601,Micropogonias undulatus,NA,NA,3,3,0.6
76,1/19/2010,1,36030280102,Anchoa mitchilli,NA,NA,20,566,806.1
76,1/19/2010,1,14050030301,Lolliguncula brevis,NA,NA,13,13,75.9
76,1/19/2010,1,30020050102,Luidia clathrata,NA,NA,4,4,28.6
76,1/19/2010,1,36030620501,Menticirrhus americanus,NA,NA,1,1,28.4
76,1/19/2010,1,36030700103,Peprilus burti,NA,NA,1,1,4.2
77,1/19/2010,1,36030280102,Anchoa mitchilli,NA,NA,20,40,53.2
77,1/19/2010,1,36030170301,Dorosoma petenense,NA,NA,2,2,29.6
77,1/19/2010,1,30020050102,Luidia clathrata,NA,NA,2,2,9.7
3142,1/19/2010,1,36030280102,Anchoa mitchilli,NA,NA,20,182,125.4
3142,1/19/2010,1,36030170301,Dorosoma petenense,NA,NA,2,2,31.4
3142,1/19/2010,1,36030620401,Leiostomus xanthurus,NA,NA,1,1,16
3142,1/19/2010,1,29350010103,Litopenaeus setiferus,NA,NA,1,1,3.1
3142,1/19/2010,1,14050030301,Lolliguncula brevis,NA,NA,1,1,2.7
3142,1/19/2010,1,36030700103,Peprilus burti,NA,NA,2,2,2.9
3211,1/19/2010,1,36030280102,Anchoa mitchilli,NA,NA,20,321,250
3211,1/19/2010,1,36030170301,Dorosoma petenense,NA,NA,5,5,67.5
3211,1/19/2010,1,36030620401,Leiostomus xanthurus,NA,NA,2,2,132.5
3211,1/19/2010,1,14050030301,Lolliguncula brevis,NA,NA,9,9,57.8
3211,1/19/2010,1,36030700103,Peprilus burti,NA,NA,1,1,2.3
4114,1/19/2010,1,36030280102,Anchoa mitchilli,NA,NA,20,157,98.8
4114,1/19/2010,1,29350010103,Litopenaeus setiferus,NA,NA,1,1,5.7
4114,1/19/2010,1,14050030301,Lolliguncula brevis,NA,NA,2,2,13.9
4114,1/19/2010,1,36030700103,Peprilus burti,NA,NA,2,2,3.2
4236,1/19/2010,1,36030280102,Anchoa mitchilli,NA,NA,20,162,123.2
4236,1/19/2010,1,36030170301,Dorosoma petenense,NA,NA,8,8,137.9
4236,1/19/2010,1,14050030301,Lolliguncula brevis,NA,NA,11,11,78.1
4236,1/19/2010,1,36030620601,Micropogonias undulatus,NA,NA,1,1,82
4236,1/19/2010,1,29260010201,Squilla empusa,NA,NA,1,1,11.3
5007,1/19/2010,1,36030280102,Anchoa mitchilli,NA,NA,20,176,124.3
5007,1/19/2010,1,36030170301,Dorosoma petenense,NA,NA,9,9,104.8
5007,1/19/2010,1,36030620401,Leiostomus xanthurus,NA,NA,1,1,15.2
5007,1/19/2010,1,29350010103,Litopenaeus setiferus,NA,NA,1,1,3
5007,1/19/2010,1,14050030301,Lolliguncula brevis,NA,NA,2,2,7.9
5007,1/19/2010,1,36030620501,Menticirrhus americanus,NA,NA,1,1,2.5
5007,1/19/2010,1,29260010201,Squilla empusa,NA,NA,1,1,5.1
6215,1/19/2010,1,36030280102,Anchoa mitchilli,NA,NA,20,430,380.6
6215,1/19/2010,1,36030170301,Dorosoma petenense,NA,NA,3,3,58.2
6215,1/19/2010,1,36030620401,Leiostomus xanthurus,NA,NA,4,4,174.9
6215,1/19/2010,1,14050030301,Lolliguncula brevis,NA,NA,20,25,119.9
6215,1/19/2010,1,36030620601,Micropogonias undulatus,NA,NA,1,1,66.7
6215,1/19/2010,1,36030700103,Peprilus burti,NA,NA,5,5,20.3
47,2/11/2010,1,36030280102,Anchoa mitchilli,NA,NA,10,10,14.9
47,2/11/2010,1,36030050201,Ariopsis felis,NA,NA,20,22,221.8
47,2/11/2010,1,29350230203,Callinectes sapidus,NA,NA,1,1,43.5
47,2/11/2010,1,36030530101,Cynoscion arenarius,NA,NA,1,1,10.6
47,2/11/2010,1,36030530102,Cynoscion nebulosus,NA,NA,1,1,6.2
47,2/11/2010,1,36020020101,Dasyatis sabina,NA,NA,2,2,1283.5
47,2/11/2010,1,36030170301,Dorosoma petenense,NA,NA,20,22,285.7
47,2/11/2010,1,36030620401,Leiostomus xanthurus,NA,NA,1,1,14.3
47,2/11/2010,1,29350010103,Litopenaeus setiferus,NA,NA,20,31,120.9
47,2/11/2010,1,14050030301,Lolliguncula brevis,NA,NA,3,3,13.1
47,2/11/2010,1,36030620501,Menticirrhus americanus,NA,NA,4,4,113.5
47,2/11/2010,1,36030620601,Micropogonias undulatus,NA,NA,20,980,308.7
47,2/11/2010,1,36030700103,Peprilus burti,NA,NA,2,2,6.7
47,2/11/2010,1,36030700102,Peprilus paru,NA,NA,1,1,15.5
47,2/11/2010,1,29350010302,Rimapenaeus similis,NA,NA,2,2,2.8
47,2/11/2010,1,29260010201,Squilla empusa,NA,NA,3,3,29
47,2/11/2010,1,36030620801,Stellifer lanceolatus,NA,NA,1,1,2.8
47,2/11/2010,1,36030330101,Urophycis floridana,NA,NA,3,3,7.9
54,2/11/2010,1,36030280102,Anchoa mitchilli,NA,NA,20,57,51.7
54,2/11/2010,1,36030170301,Dorosoma petenense,NA,NA,2,2,32.2
54,2/11/2010,1,36030620401,Leiostomus xanthurus,NA,NA,20,26,3
92,2/11/2010,1,36030280102,Anchoa mitchilli,NA,NA,20,193,169.2
92,2/11/2010,1,36030620101,Bairdiella chrysoura,NA,NA,2,2,43.3
92,2/11/2010,1,36030170301,Dorosoma petenense,NA,NA,6,6,98.2
92,2/11/2010,1,36030620401,Leiostomus xanthurus,NA,NA,1,1,13.2
92,2/11/2010,1,36030620402,Leiostomus xanthurus YOY,NA,NA,20,48,5.1
92,2/11/2010,1,36030620601,Micropogonias undulatus,NA,NA,12,12,2.7
93,2/11/2010,1,36030280102,Anchoa mitchilli,NA,NA,20,46,54.8
93,2/11/2010,1,36030620101,Bairdiella chrysoura,NA,NA,1,1,27.8
93,2/11/2010,1,36030530101,Cynoscion arenarius,NA,NA,1,1,174.3
93,2/11/2010,1,36030170301,Dorosoma petenense,NA,NA,1,1,34.1
93,2/11/2010,1,36030620401,Leiostomus xanthurus,NA,NA,17,17,250.6
93,2/11/2010,1,14050030301,Lolliguncula brevis,NA,NA,20,31,192.7
93,2/11/2010,1,30020050102,Luidia clathrata,NA,NA,8,8,70.2
93,2/11/2010,1,36030700103,Peprilus burti,NA,NA,20,26,130.4
93,2/11/2010,1,36030700102,Peprilus paru,NA,NA,2,2,21.9
93,2/11/2010,1,29350010302,Rimapenaeus similis,NA,NA,1,1,0.5
93,2/11/2010,1,36030330101,Urophycis floridana,NA,NA,1,1,1.8
95,2/11/2010,1,36030370103,Ictalurus furcatus,NA,NA,1,1,164.5
95,2/11/2010,1,36030620401,Leiostomus xanthurus,NA,NA,1,1,0.1
6123,2/11/2010,1,36030280102,Anchoa mitchilli,NA,NA,20,880,902.1
6123,2/11/2010,1,36030170301,Dorosoma petenense,NA,NA,20,22,284.1
6123,2/11/2010,1,36030620401,Leiostomus xanthurus,NA,NA,18,18,2.1
6123,2/11/2010,1,29350010103,Litopenaeus setiferus,NA,NA,1,1,4.4
6123,2/11/2010,1,36030620601,Micropogonias undulatus,NA,NA,5,5,2
6123,2/11/2010,1,36030700103,Peprilus burti,NA,NA,1,1,0.3
6208,2/11/2010,1,36030280102,Anchoa mitchilli,NA,NA,20,224,182.4
6208,2/11/2010,1,36030170301,Dorosoma petenense,NA,NA,13,13,181.9
6208,2/11/2010,1,36030620401,Leiostomus xanthurus,NA,NA,4,4,61.2
6208,2/11/2010,1,29350010103,Litopenaeus setiferus,NA,NA,1,1,12
6208,2/11/2010,1,36030620601,Micropogonias undulatus,NA,NA,3,3,40.2
6208,2/11/2010,1,36030700103,Peprilus burti,NA,NA,5,5,15.8
6208,2/11/2010,1,29260010201,Squilla empusa,NA,NA,1,1,5.8
6208,2/11/2010,1,36030330101,Urophycis floridana,NA,NA,1,1,6.2
7003,2/11/2010,1,36030050201,Ariopsis felis,NA,NA,1,1,11
7003,2/11/2010,1,36030170301,Dorosoma petenense,NA,NA,20,146,2415.3
7003,2/11/2010,1,36030110301,Etropus crossotus,NA,NA,5,5,45.5
7003,2/11/2010,1,29350010103,Litopenaeus setiferus,NA,NA,10,10,85.2
7003,2/11/2010,1,36030620501,Menticirrhus americanus,NA,NA,3,3,106
7003,2/11/2010,1,36030620601,Micropogonias undulatus,NA,NA,1,1,0.1
7003,2/11/2010,1,36030700103,Peprilus burti,NA,NA,9,9,55.6
7003,2/11/2010,1,36030800107,Prionotus tribulus,NA,NA,2,2,3.2
32,2/18/2010,1,36030280102,Anchoa mitchilli,NA,NA,20,503,477.8
32,2/18/2010,1,36030530101,Cynoscion arenarius,NA,NA,1,1,5.8
32,2/18/2010,1,36030170301,Dorosoma petenense,NA,NA,20,33,431.6
32,2/18/2010,1,36030620301,Larimus fasciatus,NA,NA,2,2,4.1
32,2/18/2010,1,36030620401,Leiostomus xanthurus,NA,NA,13,13,158.6
32,2/18/2010,1,29350010103,Litopenaeus setiferus,NA,NA,2,2,17.1
32,2/18/2010,1,14050030301,Lolliguncula brevis,NA,NA,4,4,20.5
32,2/18/2010,1,36030620501,Menticirrhus americanus,NA,NA,1,1,9.4
32,2/18/2010,1,5010010101,Mnemiopsis mccradyi,NA,NA,NA,NA,NA
32,2/18/2010,1,36030700103,Peprilus burti,NA,NA,5,5,3.6
32,2/18/2010,1,36030330101,Urophycis floridana,NA,NA,5,5,9.7
34,2/18/2010,1,36030280102,Anchoa mitchilli,NA,NA,3,3,0.2
34,2/18/2010,1,5010010101,Mnemiopsis mccradyi,NA,NA,NA,NA,NA
36,2/18/2010,1,36030280102,Anchoa mitchilli,NA,NA,20,84,17.4
36,2/18/2010,1,36030170301,Dorosoma petenense,NA,NA,1,1,10.5
36,2/18/2010,1,36030620401,Leiostomus xanthurus,NA,NA,8,8,34.6
36,2/18/2010,1,29350050102,Macrobrachium ohione,NA,NA,1,1,1.7
36,2/18/2010,1,36030620601,Micropogonias undulatus,NA,NA,3,3,27.3
36,2/18/2010,1,5010010101,Mnemiopsis mccradyi,NA,NA,NA,NA,NA
37,2/18/2010,1,36030280102,Anchoa mitchilli,NA,NA,20,43,42.1
37,2/18/2010,1,36030170201,Brevoortia patronus,NA,NA,12,12,248.7
37,2/18/2010,1,36030170301,Dorosoma petenense,NA,NA,20,22,271.7
37,2/18/2010,1,36030620401,Leiostomus xanthurus,NA,NA,1,1,13.9
37,2/18/2010,1,29350010103,Litopenaeus setiferus,NA,NA,2,2,22.9
37,2/18/2010,1,5010010101,Mnemiopsis mccradyi,NA,NA,NA,NA,NA
76,2/18/2010,1,36030280102,Anchoa mitchilli,NA,NA,1,1,1.1
76,2/18/2010,1,14050030301,Lolliguncula brevis,NA,NA,19,19,105.8
76,2/18/2010,1,30020050102,Luidia clathrata,NA,NA,4,4,40.4
76,2/18/2010,1,5010010101,Mnemiopsis mccradyi,NA,NA,NA,NA,NA
77,2/18/2010,1,36030280102,Anchoa mitchilli,NA,NA,19,19,23.7
77,2/18/2010,1,14050030301,Lolliguncula brevis,NA,NA,3,3,17.5
77,2/18/2010,1,5010010101,Mnemiopsis mccradyi,NA,NA,NA,NA,NA
3133,2/18/2010,1,36030280102,Anchoa mitchilli,NA,NA,20,41,22.5
3133,2/18/2010,1,36030170301,Dorosoma petenense,NA,NA,1,1,10.5
3133,2/18/2010,1,5010010101,Mnemiopsis mccradyi,NA,NA,NA,NA,NA
3232,2/18/2010,1,36030280102,Anchoa mitchilli,NA,NA,20,71,56.2
3232,2/18/2010,1,5010010101,Mnemiopsis mccradyi,NA,NA,NA,NA,NA
3232,2/18/2010,1,36030700103,Peprilus burti,NA,NA,1,1,1.6
4129,2/18/2010,1,36030280102,Anchoa mitchilli,NA,NA,20,255,127.5
4129,2/18/2010,1,36030170301,Dorosoma petenense,NA,NA,10,10,113.7
4129,2/18/2010,1,36030620401,Leiostomus xanthurus,NA,NA,1,1,12.3
4129,2/18/2010,1,36030620601,Micropogonias undulatus,NA,NA,1,1,2.2
4129,2/18/2010,1,5010010101,Mnemiopsis mccradyi,NA,NA,NA,NA,NA
4129,2/18/2010,1,36030700103,Peprilus burti,NA,NA,4,4,2.6
4129,2/18/2010,1,36030330101,Urophycis floridana,NA,NA,1,1,0.8
4236,2/18/2010,1,36030280102,Anchoa mitchilli,NA,NA,20,188,147.9
4236,2/18/2010,1,36030170301,Dorosoma petenense,NA,NA,1,1,20.2
4236,2/18/2010,1,14050030301,Lolliguncula brevis,NA,NA,1,1,4.9
4236,2/18/2010,1,36030620501,Menticirrhus americanus,NA,NA,1,1,7.2
4236,2/18/2010,1,5010010101,Mnemiopsis mccradyi,NA,NA,NA,NA,NA
4236,2/18/2010,1,36030700103,Peprilus burti,NA,NA,3,3,2.9
5006,2/18/2010,1,36030280102,Anchoa mitchilli,NA,NA,20,336,131
5006,2/18/2010,1,36030170301,Dorosoma petenense,NA,NA,9,9,104.8
5006,2/18/2010,1,36030620401,Leiostomus xanthurus,NA,NA,16,16,31.9
5006,2/18/2010,1,29350010103,Litopenaeus setiferus,NA,NA,20,22,171.1
5006,2/18/2010,1,36030620601,Micropogonias undulatus,NA,NA,9,9,2
5006,2/18/2010,1,5010010101,Mnemiopsis mccradyi,NA,NA,NA,NA,NA
47,3/8/2010,1,29350020101,Acetes americanus carolinae,NA,NA,11,11,0.7
47,3/8/2010,1,36030280102,Anchoa mitchilli,NA,NA,5,5,8.1
47,3/8/2010,1,36030050201,Ariopsis felis,NA,NA,20,146,1474.1
47,3/8/2010,1,36030660101,Centropristis philadelphica,NA,NA,1,1,0.1
47,3/8/2010,1,4020020101,Chrysaora quinquecirrha,NA,NA,13,13,NA
47,3/8/2010,1,36030530101,Cynoscion arenarius,NA,NA,1,1,25.8
47,3/8/2010,1,36030170301,Dorosoma petenense,NA,NA,20,144,1815.8
47,3/8/2010,1,36030110301,Etropus crossotus,NA,NA,2,2,25
47,3/8/2010,1,36030620401,Leiostomus xanthurus,NA,NA,2,2,31
47,3/8/2010,1,29350010103,Litopenaeus setiferus,NA,NA,20,27,199.7
47,3/8/2010,1,14050030301,Lolliguncula brevis,NA,NA,20,34,173.3
47,3/8/2010,1,36030620501,Menticirrhus americanus,NA,NA,2,2,67.6
47,3/8/2010,1,36030620601,Micropogonias undulatus,NA,NA,20,5329,2025.1
47,3/8/2010,1,29350050203,Palaemonetes vulgaris,NA,NA,2,2,0.1
47,3/8/2010,1,36030700103,Peprilus burti,NA,NA,20,44,97.2
47,3/8/2010,1,36030800107,Prionotus tribulus,NA,NA,1,1,3.1
47,3/8/2010,1,29350010301,Rimapenaeus constrictus,NA,NA,17,17,47.4
47,3/8/2010,1,29350010302,Rimapenaeus similis,NA,NA,20,41,25.6
47,3/8/2010,1,29260010201,Squilla empusa,NA,NA,5,5,53.3
47,3/8/2010,1,36030620801,Stellifer lanceolatus,NA,NA,3,3,14.4
47,3/8/2010,1,36030200101,Symphurus plagiusa,NA,NA,3,3,16.1
47,3/8/2010,1,36030760201,Synodus foetens,NA,NA,2,2,47.2
47,3/8/2010,1,36030790101,Trichiurus lepturus,NA,NA,1,1,37.4
47,3/8/2010,1,36030330101,Urophycis floridana,NA,NA,20,30,603.5
54,3/8/2010,1,36030280102,Anchoa mitchilli,NA,NA,20,176,157.9
54,3/8/2010,1,36030620101,Bairdiella chrysoura,NA,NA,1,1,21.1
54,3/8/2010,1,36030170301,Dorosoma petenense,NA,NA,2,2,27.9
54,3/8/2010,1,36030620401,Leiostomus xanthurus,NA,NA,4,4,0.7
